"Species","Plant.ID","Seed.estimate","Notes","plot","EG.adult","EG.seed","SP.adult","SP.seed","BH","BD","Avena","FEMY","BRADIS","Forb","Fabaceae","GAST","Density","BG.spp","rust","prop.dam.mini","mean.dam.mini","treat","prop.dam","mean.dam"
"BH","X864",215,"",88,0,240,1,7,40,5,8,0,0,13,31.1111111111111,0,40,"EG seed","0",NA,NA,"ambient",0.333333333333333,0.000333333333333333
"BH","X828",59,"",87,7,3,1,0,120,1,7,6,0,17,22,0,8,"EG adults","1",NA,NA,"inoculation",1,0.004
"BH","X801",37,"",85,2,7,1,7,73.8888888888889,4,16,0,0,50,16,0,4,"EG adults","0",NA,NA,"ambient",0.5,5e-04
"BH","X1289",129,"",149,2,2,1,7,9,1,7,5,10,25,0,0,40,"SP seed","0",NA,NA,"ambient",1,0.01
"BH","X1111",140,"",110,1,1,1,3,88.8888888888889,1,126.666666666667,0,60,22.2222222222222,1,0,80,"AB seed","0",NA,NA,"fungicide",0,0
"BH","X1110",25,"TOO LIGHT; <0.01",109,1,360,1,0,22.2222222222222,1,8,0,150,75,2,0,80,"EG seed","0",NA,NA,"fungicide",0,0
"BH","X858",10,"",89,1,4,2,1,300,6,2,10,0,150,58.3333333333333,0,10,"SP seed","0",NA,NA,"inoculation",NA,NA
"BH","X704",27,"",77,1,3,1,1,50,1,5,0,150,27.7777777777778,3,0,20,"SP seed","0",NA,NA,"fungicide",0,0
"BH","X1693",417,"",202,0,0,1,1,7,1,1,0,25,23,0,10,100,"SP seed","0",NA,NA,"inoculation",1,0.001
"BH","X815",1432,"",37,1,4,7,6,6,5,4,0,1.2,15,12,0,8,"SP adult","0",NA,NA,"inoculation",0,0
"BH","X1620",34,"",189,1,26.6666666666667,1,0,13,3,10,0,60,20,0,0,20,"EG seed","0",NA,NA,"fungicide",0,0
"BH","X1531",20,"TOO LIGHT; <0.01",16,0,1,0.5,1,5.5,0.5,3.5,0,140,10,0,4.44444444444444,1,"All","0",NA,NA,"inoculation",0,0
"BH","X1353",60,"",162,6,0,1,1,32,2,12,0,70,10,4,0,6,"EG adults","0",NA,NA,"ambient",0.5,5e-04
"BH","X1079",79,"",127,1,6,1,1,12,1,16.6666666666667,0,150,0,11,0,80,"AB seed","0",NA,NA,"ambient",0,0
"BH","X1381",9,"TOO LIGHT; <0.01",167,1,3,1,1,9,4,30,0,120,4,0,0,40,"AB seed","0",NA,NA,"ambient",NA,NA
"BH","X886",270,"",91,1,9,1,1,12,5,25,0,16.6666666666667,53.3333333333333,7,0,100,"AB seed","0",NA,NA,NA,NA,NA
"BH","X879",26,"",90,1,3,1,6,83.3333333333333,1,14,0,80,40,9,0,80,"SP seed","0",NA,NA,"fungicide",0,0
"BH","X1301",17,"",147,1,1,1,0,6,6,25,0,320,12,0,0,10,"BD seed","0",NA,NA,"ambient",0,0
"BH","X1155",41,"",130,7,3,2,0,9,2,8.88888888888889,0,0,40,3,0,10,"EG adults","0",NA,NA,"ambient",0.333333333333333,0.00333333333333333
"BH","X1076",33,"",126,0,1,1,2,420,1,13.3333333333333,0,40,0,8,0,20,"BH seed","0",NA,NA,"fungicide",NA,NA
"BH","X1366",50,"",165,1,2,1,2,10,5,10,0,0,12,0,0,2,"EG adults","0",NA,NA,"fungicide",0,0
"BH","X1085",16,"TOO LIGHT; <0.01",128,1,7,1,7,6,0,13.3333333333333,0,150,40,3,0,80,"SP seed","0",NA,NA,"ambient",0,0
"BH","X1158",50,"",57,1,0,0,1,55.5555555555556,7,8.88888888888889,0,0,20,3,0,2,"SP adult","0",NA,NA,"fungicide",0,0
"BH","X694",39,"",75,1,5,1,0,380,1,4,40,11.6666666666667,94.4444444444444,15,0,40,"BH seed","0",NA,NA,"fungicide",0.5,5e-04
"BH","X1267",70,"",150,1,1,1,0,15,1,11.1111111111111,0,80,7,0,0,10,"AB seed","0",NA,NA,"inoculation",1,0.001
"BH","X1273",53,"",151,1,1,1,1,14,9,8,0,50,2,6,0,10,"BD seed","0",NA,NA,"fungicide",0,0
"BH","X694",79,"",68,1,4,1,0,1330,2,13,0,9,6,12,0,20,"BH seed","0",NA,NA,"fungicide",0.5,5e-04
"BH","X1523",55,"",22,0,3,0.5,0,15,0.5,5.55555555555556,20,0,66.6666666666667,1.5,0,1,"All","0",NA,NA,"ambient",0,0
"BH","X826",5,"TOO LIGHT; <0.01",87,7,3,1,0,120,1,7,6,0,17,22,0,8,"EG adults","0",NA,NA,"inoculation",0,0
"BH","X1433",93,"",171,1,1,1,0,990,1,17.7777777777778,0,100,5,1,0,40,"BH seed","0",NA,NA,"ambient",NA,NA
"BH","X729",15,"",81,1,0,1,3,960,0,38.8888888888889,0,23.3333333333333,6,4,0,100,"BH seed","0",NA,NA,"ambient",1,0.001
"BH","X1321",32,"",155,0,4,1,0,12,50,14,0,240,11,2,0,20,"BD seed","0",NA,NA,NA,NA,NA
"BH","X1284",6,"TOO LIGHT; <0.01",149,2,2,1,7,9,1,7,5,10,25,0,0,40,"SP seed","0",NA,NA,"ambient",0,0
"BH","X1400",6,"TOO LIGHT; <0.01",163,1,12,1,1,13.8888888888889,1,20,0,5,12,2,0,20,"EG seed","0",NA,NA,"inoculation",0,0
"BH","X1392",13,"",169,1,5,1,1,7,1,46.6666666666667,0,80,15,0,0,40,"AB seed","0",NA,NA,"fungicide",0,0
"BH","X1362",43,"",152,8,7,1,2,16,8,16,0,40,17,1,0,10,"EG adults","0",NA,NA,"ambient",0,0
"BH","X1176",26,"",133,1,70,1,1,12,12,35.5555555555556,0,0,40,17,0,80,"EG seed","0",NA,NA,"inoculation",0,0
"BH","X1416",47,"",164,1,33.3333333333333,2,2,33.3333333333333,2,6,10,0,20,0,0,20,"EG seed","0",NA,NA,"fungicide",0,0
"BH","X1335",13,"",59,0,2,4,2,16.6666666666667,5,22.2222222222222,0,13.3333333333333,120,0,0,2,"SP adult","0",NA,NA,"ambient",0.333333333333333,0.00333333333333333
"BH","X1035",14,"TOO LIGHT; <0.01",120,1,2,2,5,25,5,8.88888888888889,0,0,18,11,0,40,"SP seed","0",NA,NA,"inoculation",0,0
"BH","X1007",25,"",6,0,2.5,2,1.5,13.3333333333333,0.5,6.66666666666667,15,120,2.22222222222222,11.1111111111111,0,1,"All","0",NA,NA,"inoculation",0,0
"BH","X1040",13,"TOO LIGHT; <0.01",131,1,7,6,0,17,7,17.7777777777778,0,0,90,5,0,2,"EG adults","0",NA,NA,"ambient",0,0
"BH","X749",22,"TOO LIGHT; <0.01",116,1,2,1,1,900,4,22,0,0,4,9,0,100,"BH seed","0",NA,NA,"inoculation",0,0
"BH","X1144",34,"",131,1,7,6,0,17,7,17.7777777777778,0,0,90,5,0,2,"EG adults","0",NA,NA,"inoculation",0,0
"BH","X717",5,"TOO LIGHT; <0.01",79,1,60,1,0,10,1,11,10,350,6,9,0,80,"EG seed","0",NA,NA,"fungicide",0,0
"BH","X1023",23,"",118,1,4,2,3,35,3,14,20,0,60,10,0,10,"SP seed","0",NA,NA,"fungicide",0,0
"BH","X821",18,"",86,1,4,1,4,80,1,14,0,0,240,0,0,10,"SP seed","0",NA,NA,"ambient",0,0
"BH","X733",16,"",82,1,3,1,0,15,0,50,0,150,100,5,0,100,"AB seed","0",NA,NA,"ambient",0,0
"BH","X795",10,"",84,5,4,1,1,35.5555555555556,8,20,0,120,20,6,0,8,"EG adults","0",NA,NA,"ambient",0,0
"BH","X641",34,"",67,6,2,1,0,21,2,12,0,90,8,10,0,6,"EG adults","0",NA,NA,"fungicide",0,0
"BH","X625",7,"",64,1,0,0,1,2,0,31.1111111111111,0,200,8,11,0,40,"AB seed","0",NA,NA,"ambient",0,0
"BH","X1163",35,"",39,0,4,8,2,21,1,14,0,0,60,5,0,8,"SP adult","0",NA,NA,"fungicide",0,0
"BH","X673",102,"",72,1,4,1,5,4,1,8,0,240,4,29,0,40,"SP seed","0",NA,NA,"ambient",0,0
"BH","X658",8,"TOO LIGHT; <0.01",70,0,33.3333333333333,1,1,40,1,9,0,100,10,7,0,80,"EG seed","0",NA,NA,"ambient",0,0
"BH","X668",54,"",71,1,1,2,1,180,0,10,0,160,10,15,0,20,"BH seed","0",NA,NA,"inoculation",0,0
"BH","X1217",50,"",139,0,3,1,2,16,2,10,0,180,12,0,0,10,"AB seed","0",NA,NA,"inoculation",NA,NA
"BH","X1148",63,"",44,0,6,5,1,27,0,17,0,0,60,7,0,6,"SP adult","0",NA,NA,"inoculation",0.333333333333333,0.000333333333333333
"BH","X1427",107,"",179,0,3,1,3,5,1,25,5,150,10,0,0,80,"SP seed","0",NA,NA,"inoculation",1,0.001
"BH","X1296",36,"",147,1,1,1,0,6,6,25,0,320,12,0,0,10,"BD seed","0",NA,NA,"ambient",NA,NA
"BH","X1558",22,"",20,0.5,1.5,0.5,0.5,75,0.5,13.3333333333333,0,25,120,0,0,1,"All","0",NA,NA,"fungicide",0,0
"BH","X762",24,"",178,1,2,1,0,2375,1,97.7777777777778,0,0,90,4,0,100,"BH seed","0",NA,NA,"fungicide",NA,NA
"BH","X1209",17,"",58,1,9,1,1,24,1,7,0,60,18,0,0,2,"SP adult","0",NA,NA,"ambient",NA,NA
"BH","X1344",152,"",160,1,2,1,1,16.6666666666667,2,8.33333333333333,0,6,15,2,0,100,"AB seed","0",NA,NA,"fungicide",NA,NA
"BH","X1069",34,"",125,5,8,1,2,20,0,10,0,40,17,5,0,6,"EG adults","0",NA,NA,"inoculation",0.5,5e-04
"BH","X1404",5,"",163,1,12,1,1,13.8888888888889,1,20,0,5,12,2,0,20,"EG seed","0",NA,NA,"inoculation",NA,NA
"BH","X1340",91,"",159,1,3,1,1,15,46.6666666666667,10,15,15,30,1,0,40,"BD seed","0",NA,NA,"fungicide",0,0
"BH","X994",38,"",114,1,6,8,1,35.5555555555556,10,13.3333333333333,0,10,60,45,0,20,"AB seed","0",NA,NA,"ambient",0,0
"BH","X1188",110,"",135,1,5,1,0,17,1,41.6666666666667,0,75,3,0,0,80,"AB seed","0",NA,NA,"inoculation",NA,NA
"BH","X1683",27,"",201,5,0,1,1,17,1,1,0,5,5,0,3,6,"EG adults","0",NA,NA,"inoculation",NA,NA
"BH","X1213",100,"",58,1,9,1,1,24,1,7,0,60,18,0,0,2,"SP adult","0",NA,NA,"ambient",0,0
"BH","X1223",39,"",140,2,20,0,1,22.2222222222222,1,7,0,75,9,5,0,10,"EG seed","0",NA,NA,"ambient",0,0
"BH","X606",45,"",61,9,4,1,2,14,3,7,10,7,15,0,0,10,"EG adults","0",NA,NA,"inoculation",0.666666666666667,0.000666666666666667
"BH","X1372",334,"",166,1,0,1,8,14,12,8,0,20,17,0,0,100,"SP seed","0",NA,NA,"fungicide",0.666666666666667,0.000666666666666667
"BH","X986",132,"",113,1,10,3,4,33.3333333333333,22.2222222222222,26.6666666666667,0,225,14,18,0,20,"BD seed","0",NA,NA,"ambient",0.666666666666667,0.000666666666666667
"BH","X997",96,"",115,1,3,5,2,22.2222222222222,60,13,0,0,90,40,0,40,"BD seed","0",NA,NA,"fungicide",0,0
"BH","X260",42,"",136,1,1,1,1,1140,0,10,0,50,8,0,0,80,"BH seed","0",NA,NA,"ambient",NA,NA
"BH","X1547",174,"",18,0.5,1,0.5,1,4.44444444444444,0.5,8.88888888888889,0,45,60,0,20,1,"All","1",NA,NA,"inoculation",0.333333333333333,0.000333333333333333
"BH","X636",123,"",66,4,2,2,2,13.3333333333333,1,9,0,90,10,10,0,8,"EG adults","0",NA,NA,"fungicide",0.333333333333333,0.000333333333333333
"BH","X1394",9,"TOO LIGHT; <0.01",170,1,180,1,1,14,2,2,0,200,46.6666666666667,0,8.88888888888889,100,"EG seed","0",NA,NA,"ambient",NA,NA
"BH","X1385",61,"",168,1,3,0,1,630,0,7,0,40,15,0,0,20,"BH seed","0",NA,NA,"fungicide",NA,NA
"BH","X1293",67,"",148,1,1,1,1,1615,0,33.3333333333333,75,30,80,2,0,40,"BH seed","0",NA,NA,"inoculation",NA,NA
"BH","X1169",168,"",38,1,5,8,0,27,1,11,0,0,50,7,0,8,"SP adult","1",NA,NA,"ambient",1,0.007
"BH","X1234",89,"",142,1,160,0,0,60,8,10,0,150,16,0,0,40,"EG seed","0",NA,NA,"fungicide",1,0.001
"BH","X1242",44,"",143,0,60,1,1,120,5,33.3333333333333,8,0,120,12,0,20,"EG seed","0",NA,NA,"ambient",NA,NA
"BH","X1257",56,"",154,1,3,1,3,4,450,40,0,180,120,0,0,100,"BD seed","0",NA,NA,"inoculation",NA,NA
"BH","X852",30,"",43,0,3,7,1,75,17,10,0,0,13,9,0,6,"SP adult","0",NA,NA,"ambient",0,0
"BH","X1185",48,"",134,3,6,1,3,23,3,6,0,120,26,0,0,4,"EG adults","0",NA,NA,"inoculation",0,0
"BH","X784",31,"",74,1,0,1,0,3,3,17,0,135,11,4,0,10,"EG seed","0",NA,NA,"ambient",0,0
"BH","X1090",117,"",129,1,6,2,9,11,1,6,0,120,23,1,0,80,"SP seed","0",NA,NA,"ambient",0.333333333333333,0.000333333333333333
"BH","X1141",31,"",132,1,4,1,1,35.5555555555556,2,40,0,160,80,16.6666666666667,0,10,"AB seed","0",NA,NA,"fungicide",NA,NA
"BH","X698",53,"",76,1,60,3,3,16.6666666666667,1,3,0,120,150,8,0,20,"EG seed","0",NA,NA,"inoculation",0.333333333333333,0.000333333333333333
"BH","X1281",199,"",156,8,4,1,1,12,4,15,0,75,12,0,0,10,"EG adults","0",NA,NA,"inoculation",0.333333333333333,0.000333333333333333
"BH","X1608",118,"",87,7,3,1,0,120,1,7,6,0,17,22,0,8,"EG adults","0",NA,NA,"ambient",NA,NA
"BH","X1277",125,"",157,5,3,1,2,22,8,12,0,100,30,0,0,6,"EG adults","0",NA,NA,"ambient",0,0
"BH","X1230",63,"",141,1,4,4,8,225,8,5,0,150,20,4,0,100,"SP seed","0",NA,NA,"inoculation",NA,NA
"BH","X703",31,"",77,1,3,1,1,50,1,5,0,150,27.7777777777778,3,0,20,"SP seed","0",NA,NA,"fungicide",1,0.001
"BH","X1305",49,"",146,1,2,1,4,60,3,66.6666666666667,2,40,60,2,0,40,"SP seed","0",NA,NA,"fungicide",NA,NA
"BH","X1227",61,"",141,1,4,4,8,225,8,5,0,150,20,4,0,100,"SP seed","0",NA,NA,"inoculation",1,0.001
"BH","X1626",93,"",140,2,20,0,1,22.2222222222222,1,7,0,75,9,5,0,10,"EG seed","0",NA,NA,"fungicide",0,0
"BH","X613",59,"",62,0,4,1,1,7.77777777777778,7,26.6666666666667,7,50,124.444444444444,8,0,40,"BD seed","0",NA,NA,"inoculation",0.333333333333333,0.000333333333333333
"BH","X672",32,"",72,1,4,1,5,4,1,8,0,240,4,29,0,40,"SP seed","0",NA,NA,"ambient",1,0.001
"BH","X1313",170,"",145,1,1,1,4,17.7777777777778,5,7,6,5,26,2,0,10,"SP seed","0",NA,NA,"fungicide",0.333333333333333,0.000333333333333333
"BH","X268",17,"",138,0,7,1,1,2470,2,14,0,60,2,0,0,80,"BH seed","0",NA,NA,"ambient",NA,NA
"BH","X615",50,"",63,1,5,1,2,3,7,17,0,160,39,11,0,10,"BD seed","0",NA,NA,"fungicide",0.5,5e-04
"BH","X1615",119,"",188,1,2,1,1,10,5,0,0,200,4,0,0,10,"AB seed","0",NA,NA,"ambient",0.333333333333333,0.000333333333333333
"BH","X726",43,"",80,1,0,2,2,31.1111111111111,0,6.66666666666667,0,490,12,13.3333333333333,0,10,"BH seed","0",NA,NA,NA,NA,NA
"BH","X605",51,"",61,9,4,1,2,14,3,7,10,7,15,0,0,10,"EG adults","0",NA,NA,"inoculation",0.5,5e-04
"BH","X1318",22,"",144,0,2,1,2,125,2,11,0,0,60,1,0,20,"AB seed","0",NA,NA,"inoculation",NA,NA
"BH","X1075",24,"",126,0,1,1,2,420,1,13.3333333333333,0,40,0,8,0,20,"BH seed","0",NA,NA,"fungicide",NA,NA
"BH","X710",31,"",78,0,1,1,0,16.6666666666667,0,17.7777777777778,6,135,25,12,0,40,"AB seed","0",NA,NA,"inoculation",0.333333333333333,0.000333333333333333
"BH","X1504",52,"",15,0.5,1.5,0.5,0,8,0.5,6,0,140,10,0,2.22222222222222,1,"All","0",NA,NA,"ambient",0,0
"BH","X1629",74,"",191,1,0,1,1,420,240,7,10,2.77777777777778,8.88888888888889,3,0,80,"BD seed","0",NA,NA,"ambient",NA,NA
"BH","X1430",19,"",178,1,2,1,0,2375,1,97.7777777777778,0,0,90,4,0,100,"BH seed","0",NA,NA,"fungicide",NA,NA
"BH","X1140",29,"",132,1,4,1,1,35.5555555555556,2,40,0,160,80,16.6666666666667,0,10,"AB seed","0",NA,NA,"fungicide",0,0
"BH","X640",15,"",67,6,2,1,0,21,2,12,0,90,8,10,0,6,"EG adults","0",NA,NA,"fungicide",0.333333333333333,0.000333333333333333
"BH","X612",40,"",62,0,4,1,1,7.77777777777778,7,26.6666666666667,7,50,124.444444444444,8,0,40,"BD seed","0",NA,NA,"inoculation",0.5,5e-04
"BH","X1200",189,"",137,8,10,1,8,40,7,11,0,16.6666666666667,2,4,0,10,"EG adults","0",NA,NA,"fungicide",NA,NA
"BH","X1222",67,"",140,2,20,0,1,22.2222222222222,1,7,0,75,9,5,0,10,"EG seed","0",NA,NA,"ambient",NA,NA
"BH","X1134",67,"",125,5,8,1,2,20,0,10,0,40,17,5,0,6,"EG adults","0",NA,NA,"inoculation",NA,NA
"BH","X1326",6,"",156,8,4,1,1,12,4,15,0,75,12,0,0,10,"EG adults","0",NA,NA,"inoculation",NA,NA
"BH","X1252",121,"",153,8,2,1,0,14,3,8,0,20,27,0,0,8,"EG adults","1",NA,NA,"inoculation",1,0.0203333333333333
"BH","X1421",113,"",174,1,5,1,0,20,1,8,0,0,35,0,2,20,"AB seed","0",NA,NA,"fungicide",0,0
"BH","X1480",10,"TOO LIGHT; <0.01",180,1,1,1,0,450,14,7,0,5,16,0,0,20,"BD seed","0",NA,NA,"fungicide",NA,NA
"BH","X1349",173,"",161,1,75,1,1,77.7777777777778,0,11,0,0,30,3,0,100,"EG seed","0",NA,NA,"fungicide",NA,NA
"BH","X1304",43,"",146,1,2,1,4,60,3,66.6666666666667,2,40,60,2,0,40,"SP seed","1",NA,NA,"fungicide",0.333333333333333,0.00333333333333333
"BH","X1354",113,"",162,6,0,1,1,32,2,12,0,70,10,4,0,6,"EG adults","0",NA,NA,"ambient",0,0
"BH","X1319",118,"",144,0,2,1,2,125,2,11,0,0,60,1,0,20,"AB seed","0",NA,NA,"inoculation",0,0
"BH","X711",46,"",78,0,1,1,0,16.6666666666667,0,17.7777777777778,6,135,25,12,0,40,"AB seed","0",NA,NA,"inoculation",0.5,5e-04
"BH","X655",88,"",69,1,0,1,1,450,1,35.5555555555556,0,0,9,10,0,10,"BH seed","0",NA,NA,NA,NA,NA
"BH","X1330",36,"",159,1,3,1,1,15,46.6666666666667,10,15,15,30,1,0,40,"BD seed","0",NA,NA,"inoculation",0.5,5e-04
"BH","X1382",25,"",167,1,3,1,1,9,4,30,0,120,4,0,0,40,"AB seed","0",NA,NA,"ambient",1,0.007
"EG","X1374",170,"",199,0,1,4,2,0,10,8,0,60,8,0,0,40,"BD seed","0",NA,NA,"fungicide",0,0
"EG","X675",54,"",72,1,4,1,5,4,1,8,0,240,4,29,0,40,"SP seed","0",NA,NA,"ambient",1,0.007
"EG","X724",23,"",80,1,0,2,2,31.1111111111111,0,6.66666666666667,0,490,12,13.3333333333333,0,10,"BH seed","0",NA,NA,"ambient",1,0.001
"EG","X627",133,"",64,1,0,0,1,2,0,31.1111111111111,0,200,8,11,0,40,"AB seed","0",NA,NA,"ambient",0.333333333333333,0.00333333333333333
"EG","X783",179,"",73,1,8,1,0,17,4,18,0,75,30,26,0,40,"EG seed","0",NA,NA,"fungicide",0.666666666666667,0.000666666666666667
"EG","X1133",31,"",124,1,40,1,3,420,2,22.2222222222222,0,0,12,1,0,10,"EG seed","0",NA,NA,"inoculation",0.333333333333333,0.000333333333333333
"EG","X1266",81,"",150,1,1,1,0,15,1,11.1111111111111,0,80,7,0,0,10,"AB seed","0",NA,NA,"inoculation",1,0.001
"EG","X1417",38,"",164,1,33.3333333333333,2,2,33.3333333333333,2,6,10,0,20,0,0,20,"EG seed","0",NA,NA,"fungicide",0.666666666666667,0.00366666666666667
"EG","X1144",34,"",44,0,6,5,1,27,0,17,0,0,60,7,0,6,"SP adult","0",NA,NA,"inoculation",0,0
"EG","X078",73,"",152,8,7,1,2,16,8,16,0,40,17,1,0,10,"EG adults","0",1,0.01066666667,"ambient",1,0.007
"EG","X1066",157,"",125,5,8,1,2,20,0,10,0,40,17,5,0,6,"EG adults","0",NA,NA,"inoculation",1,0.0173333333333333
"EG","X1180",491,"",134,3,6,1,3,23,3,6,0,120,26,0,0,4,"EG adults","0",NA,NA,"inoculation",1,0.004
"EG","X1376",10,"",167,1,3,1,1,9,4,30,0,120,4,0,0,40,"AB seed","0",NA,NA,"ambient",0.666666666666667,0.000666666666666667
"EG","X735",24,"",82,1,3,1,0,15,0,50,0,150,100,5,0,100,"AB seed","0",NA,NA,"ambient",0.666666666666667,0.00666666666666667
"EG","X1236",43,"",51,1,8,5,2,26.6666666666667,4,8,5,6,10,2,0,4,"SP adult","1",NA,NA,"fungicide",0.666666666666667,0.00366666666666667
"EG","X787",28,"",74,1,0,1,0,3,3,17,0,135,11,4,0,10,"EG seed","1",NA,NA,"ambient",1,0.183666666666667
"EG","X824",37,"",86,1,4,1,4,80,1,14,0,0,240,0,0,10,"SP seed","0",NA,NA,"ambient",0.666666666666667,0.000666666666666667
"EG","X701",51,"",76,1,60,3,3,16.6666666666667,1,3,0,120,150,8,0,20,"EG seed","0",NA,NA,"inoculation",1,0.007
"EG","X1365",60,"",165,1,2,1,2,10,5,10,0,0,12,0,0,2,"EG adults","0",NA,NA,"fungicide",0.333333333333333,0.000333333333333333
"EG","X1391",87,"",169,1,5,1,1,7,1,46.6666666666667,0,80,15,0,0,40,"AB seed","0",NA,NA,"fungicide",0,0
"EG","X1256",175,"",154,1,3,1,3,4,450,40,0,180,120,0,0,100,"BD seed","0",NA,NA,"inoculation",0.333333333333333,0.000333333333333333
"EG","X1080",204,"",127,1,6,1,1,12,1,16.6666666666667,0,150,0,11,0,80,"AB seed","0",NA,NA,"ambient",1,0.007
"EG","X127",274,"",156,8,4,1,1,12,4,15,0,75,12,0,0,10,"EG adults","0",1,0.02183333333,"inoculation",1,0.004
"EG","X1157",374,"",57,1,0,0,1,55.5555555555556,7,8.88888888888889,0,0,20,3,0,2,"SP adult","0",NA,NA,"fungicide",0,0
"EG","X1161",238,"",39,0,4,8,2,21,1,14,0,0,60,5,0,8,"SP adult","0",NA,NA,"fungicide",0.666666666666667,0.00666666666666667
"EG","X1093",462,"",129,1,6,2,9,11,1,6,0,120,23,1,0,80,"SP seed","0",NA,NA,"ambient",0.666666666666667,0.00666666666666667
"EG","X1297",159,"",148,1,1,1,1,1615,0,33.3333333333333,75,30,80,2,0,40,"BH seed","0",NA,NA,"inoculation",1,0.007
"EG","X1423",214,"",174,1,5,1,0,20,1,8,0,0,35,0,2,20,"AB seed","0",NA,NA,"fungicide",0.666666666666667,0.00366666666666667
"EG","X1287",479,"",149,2,2,1,7,9,1,7,5,10,25,0,0,40,"SP seed","1",NA,NA,"ambient",1,0.0233333333333333
"EG","X639",792,"",66,4,2,2,2,13.3333333333333,1,9,0,90,10,10,0,8,"EG adults","0",NA,NA,"fungicide",1,0.007
"EG","X1276",433,"",157,5,3,1,2,22,8,12,0,100,30,0,0,6,"EG adults","0",NA,NA,"ambient",1,0.004
"EG","X1190",78,"",135,1,5,1,0,17,1,41.6666666666667,0,75,3,0,0,80,"AB seed","0",NA,NA,"inoculation",0.333333333333333,0.000333333333333333
"EG","X1047",104,"",122,1,7,1,1,16.6666666666667,13.3333333333333,16.6666666666667,0,100,10,2,0,20,"BD seed","0",NA,NA,"fungicide",1,0.001
"EG","X11030",205,"",119,1,5,3,7,90,4,7,0,0,70,6,0,20,"SP seed","0",NA,NA,NA,NA,NA
"EG","X999",326,"",115,1,3,5,2,22.2222222222222,60,13,0,0,90,40,0,40,"BD seed","0",NA,NA,"fungicide",0.666666666666667,0.00366666666666667
"EG","X1044",659,"",121,1,14,1,2,250,26.6666666666667,13.3333333333333,0,0,18,1,0,100,"BD seed","0",NA,NA,"ambient",0.666666666666667,0.00366666666666667
"EG","X947",33,"",102,1,7,1,0,44.4444444444444,124.444444444444,46.6666666666667,0,0,2,10,0,100,"BD seed","0",NA,NA,"fungicide",0.666666666666667,0.000666666666666667
"EG","X962",205,"",104,1,2,2,10,30,1,0,25,0,160,4,0,10,"SP seed","1",NA,NA,"ambient",1,0.0336666666666667
"EG","X953",13,"",103,1,3,2,2,840,80,16.6666666666667,0,0,15,15,0,80,"BD seed","0",NA,NA,NA,NA,NA
"EG","X1556",52,"",19,0.5,1.5,0.5,0.5,11.5,1,10,0,100,50,0.5,2.5,1,"All","0",NA,NA,"inoculation",0.666666666666667,0.00366666666666667
"EG","X1562",132,"",20,0.5,1.5,0.5,0.5,75,0.5,13.3333333333333,0,25,120,0,0,1,"All","0",NA,NA,"fungicide",1,0.001
"EG","X959",103,"",31,1,3,12,1,25,1,16.6666666666667,0,30,30,14,0,10,"SP adult","0",NA,NA,"ambient",0.666666666666667,0.0336666666666667
"EG","X1644",96,"",187,1,5,1,0,12,66.1111111111111,5,0,80,41.6666666666667,0,4,80,"BD seed","0",NA,NA,"ambient",0.666666666666667,0.000666666666666667
"EG","X1632",43,"",191,1,0,1,1,420,240,7,10,2.77777777777778,8.88888888888889,3,0,80,"BD seed","0",NA,NA,"ambient",0.666666666666667,0.02
"EG","X895",92,"",93,2,7,0,1,60,5,9,10,80,16,10,0,2,"EG adults","0",NA,NA,"fungicide",0.666666666666667,0.00366666666666667
"EG","X1011",50,"",116,1,2,1,1,900,4,22,0,0,4,9,0,100,"BH seed","0",NA,NA,"inoculation",0.666666666666667,0.00366666666666667
"EG","X1540",170,"",17,0.5,2,0.5,0,9,3,11.1111111111111,0,90,17.5,0,0,1,"All","1",NA,NA,"ambient",1,0.004
"EG","X1639",36,"",200,1,0,1,0,11,0,31.1111111111111,0,10,1,0,0,100,"AB seed","0",NA,NA,"inoculation",1,0.001
"EG","X993",219,"",114,1,6,8,1,35.5555555555556,10,13.3333333333333,0,10,60,45,0,20,"AB seed","0",NA,NA,"ambient",0.666666666666667,0.000666666666666667
"EG","X967",925,"",105,1,30,0,1,19,2,23.3333333333333,0,0,400,15.5555555555556,0,10,"EG seed","1",NA,NA,"inoculation",1,0.01
"EG","X942",26,"",101,8,7,1,2,33.3333333333333,11,3,0,0,2,6,0,8,"EG adults","1",NA,NA,"ambient",0.666666666666667,0.0866666666666667
"EG","X008",778,"",101,8,7,1,2,33.3333333333333,11,3,0,0,2,6,0,8,"EG adults","0",NA,NA,"ambient",1,0.01
"EG","X1033",224,"",120,1,2,2,5,25,5,8.88888888888889,0,0,18,11,0,40,"SP seed","0",NA,NA,"inoculation",0,0
"EG","X1685",57,"",201,5,0,1,1,17,1,1,0,5,5,0,3,6,"EG adults","0",NA,NA,"inoculation",1,0.001
"EG","X887",407,"",92,2,1,1,1,640,2,5,20,90,80,13,0,80,"BH seed","0",NA,NA,"inoculation",0.333333333333333,0.000333333333333333
"EG","X1127",159,"",32,1,11,8,5,12,8,13,0,9,25,7,0,10,"SP adult","0",NA,NA,"ambient",0.666666666666667,0.000666666666666667
"EG","X1670",31,"",204,1,2,1,1,10,6,3,0,40,30,0,0,10,"BD seed","0",NA,NA,"inoculation",1,0.004
"EG","X1671",129,"",204,1,2,1,1,10,6,3,0,40,30,0,0,10,"BD seed","0",NA,NA,"inoculation",1,0.0203333333333333
