"Species","Plant.ID","Seed.estimate","Notes","plot","EG.adult","EG.seed","SP.adult","SP.seed","BH","BD","Avena","FEMY","BRADIS","Forb","Fabaceae","GAST","Density","BG.spp","rust","prop.dam.mini","mean.dam.mini","treat","prop.dam","mean.dam"
"SP","X1526",0,"",21,0.5,3,0.5,0.5,40,3,7.77777777777778,14,30,25,0,0,1,"All","0",NA,NA,"fungicide",0.333333333333333,0.000333333333333333
"EG","X1519",0,"",22,0,3,0.5,0,15,0.5,5.55555555555556,20,0,66.6666666666667,1.5,0,1,"All","0",NA,NA,"ambient",0.666666666666667,0.00366666666666667
"SP","X1518",0,"",22,0,3,0.5,0,15,0.5,5.55555555555556,20,0,66.6666666666667,1.5,0,1,"All","0",NA,NA,"ambient",0.333333333333333,0.000333333333333333
"EG","X1514",0,"",181,1,18,1,0,1,6,22.2222222222222,0,100,1,0,0,10,"EG seed","0",NA,NA,"fungicide",0.666666666666667,0.000666666666666667
"EG","X1564",0,"",182,1,1,1,2,1995,1,14,0,30,5,0,0,100,"BH seed","0",NA,NA,"fungicide",0.666666666666667,0.00366666666666667
"SP","X1566",0,"",182,1,1,1,2,1995,1,14,0,30,5,0,0,100,"BH seed","0",NA,NA,"fungicide",0,0
"EG","X1567",0,"",182,1,1,1,2,1995,1,14,0,30,5,0,0,100,"BH seed","0",NA,NA,"fungicide",0.666666666666667,0.00366666666666667
"EG","X1571",0,"",183,1,2,1,0,12,1,23.3333333333333,0,70,0,0,0,80,"AB seed","0",NA,NA,"fungicide",0.333333333333333,0.000333333333333333
"EG","X1570",0,"",183,1,2,1,0,12,1,23.3333333333333,0,70,0,0,0,80,"AB seed","0",NA,NA,"fungicide",0.5,0.005
"EG","X1575",0,"",184,1,2,3,2,10,240,5,0,204.545454545455,6,0,0,80,"BD seed","0",NA,NA,"inoculation",1,0.001
"SP","X1579",0,"",184,1,2,3,2,10,240,5,0,204.545454545455,6,0,0,80,"BD seed","0",NA,NA,"inoculation",0.666666666666667,0.000666666666666667
"EG","X1587",0,"",185,2,4,1,1,21,1,7,0,40,6,0,0,2,"EG adults","0",NA,NA,"inoculation",0.333333333333333,0.000333333333333333
"SP","X1589",0,"",185,2,4,1,1,21,1,7,0,40,6,0,0,2,"EG adults","0",NA,NA,"inoculation",0.666666666666667,0.00366666666666667
"EG","X1592",0,"",186,1,2,1,0,12,0,3,0,23,14,0,5,10,"AB seed","0",NA,NA,"fungicide",0.333333333333333,0.000333333333333333
"EG","X1609",0,"",187,1,5,1,0,12,66.1111111111111,5,0,80,41.6666666666667,0,4,80,"BD seed","0",NA,NA,"ambient",1,0.004
"EG","X1612",0,"",188,1,2,1,1,10,5,0,0,200,4,0,0,10,"AB seed","0",NA,NA,"ambient",1,0.001
"SP","X1614",0,"",188,1,2,1,1,10,5,0,0,200,4,0,0,10,"AB seed","0",NA,NA,"ambient",1,0.004
"SP","X1613",0,"",188,1,2,1,1,10,5,0,0,200,4,0,0,10,"AB seed","0",NA,NA,"ambient",1,0.0203333333333333
"EG","X1621",0,"",189,1,26.6666666666667,1,0,13,3,10,0,60,20,0,0,20,"EG seed","0",NA,NA,"fungicide",0.333333333333333,0.000333333333333333
"EG","X1619",0,"",189,1,26.6666666666667,1,0,13,3,10,0,60,20,0,0,20,"EG seed","0",NA,NA,"fungicide",0.666666666666667,0.000666666666666667
"SP","X1618",0,"",189,1,26.6666666666667,1,0,13,3,10,0,60,20,0,0,20,"EG seed","0",NA,NA,"fungicide",0.666666666666667,0.00366666666666667
"EG","X1624",0,"",190,1,3,1,0,2660,1,10,0,10,30,1,0,80,"BH seed","0",NA,NA,"fungicide",1,0.001
"EG","X1628",0,"",190,1,3,1,0,2660,1,10,0,10,30,1,0,80,"BH seed","0",NA,NA,"fungicide",0.333333333333333,0.000333333333333333
"SP","X1630",0,"",191,1,0,1,1,420,240,7,10,2.77777777777778,8.88888888888889,3,0,80,"BD seed","0",NA,NA,"ambient",0.666666666666667,0.000666666666666667
"SP","X1595",0,"",192,0,0,1,1,2185,1,19,15,0,9,0,0,80,"BH seed","0",NA,NA,"inoculation",0.5,0.005
"EG","X1603",0,"",193,1,1,1,0,2790,0,26.6666666666667,30,0,16,4,0,100,"BH seed","0",NA,NA,"inoculation",0.5,0.005
"EG","X1602",0,"",193,1,1,1,0,2790,0,26.6666666666667,30,0,16,4,0,100,"BH seed","0",NA,NA,"inoculation",1,0.007
"EG","X1581",0,"",194,1,4,1,1,10,66.6666666666667,11,20,20,20,4,0,80,"BD seed","0",NA,NA,"fungicide",0.333333333333333,0.000333333333333333
"EG","X1649",0,"",195,6,6,1,1,10,1,17.7777777777778,9,0,15,3,0,6,"EG adults","0",NA,NA,"fungicide",0,0
"SP","X1647",0,"",195,6,6,1,1,10,1,17.7777777777778,9,0,15,3,0,6,"EG adults","0",NA,NA,"fungicide",0.333333333333333,0.000333333333333333
"EG","X1655",0,"",196,0,2,1,0,1020,3,26.6666666666667,0,5,15,3,0,20,"BH seed","0",NA,NA,"ambient",0.333333333333333,0.00333333333333333
"EG","X1660",0,"",197,1,2,1,1,8,0,40,0,0,12,4,0,100,"AB seed","0",NA,NA,"fungicide",0,0
"SP","X1659",0,"",197,1,2,1,1,8,0,40,0,0,12,4,0,100,"AB seed","0",NA,NA,"fungicide",0,0
"EG","X1697",0,"",60,1,3,2,1,9,0,8,0,6,2,0,0,2,"SP adult","0",NA,NA,"fungicide",0.666666666666667,0.000666666666666667
"SP","X1696",0,"",60,1,3,2,1,9,0,8,0,6,2,0,0,2,"SP adult","0",NA,NA,"fungicide",0.666666666666667,0.00366666666666667
"EG","X1698",0,"",46,1,1,6,3,3,0,15,0,50,1,0,0,6,"SP adult","0",NA,NA,"fungicide",0.666666666666667,0.000666666666666667
"SP","X1700",0,"",46,1,1,6,3,3,0,15,0,50,1,0,0,6,"SP adult","0",NA,NA,"fungicide",0.333333333333333,0.000333333333333333
"EG","X1682",0,"",198,4,1,2,3,9,0,12,0,20,3,0,0,4,"EG adults","0",NA,NA,"inoculation",0.333333333333333,0.000333333333333333
"SP","X1701",0,"",198,4,1,2,3,9,0,12,0,20,3,0,0,4,"EG adults","0",NA,NA,"inoculation",0.666666666666667,0.000666666666666667
"SP","X1635",0,"",199,0,1,4,2,0,10,8,0,60,8,0,0,40,"BD seed","0",NA,NA,"ambient",0.666666666666667,0.000666666666666667
"SP","X1641",0,"",200,1,0,1,0,11,0,31.1111111111111,0,10,1,0,0,100,"AB seed","0",NA,NA,"inoculation",1,0.0203333333333333
"EG","X1684",0,"",201,5,0,1,1,17,1,1,0,5,5,0,3,6,"EG adults","0",NA,NA,"inoculation",0,0
"SP","X1688",0,"",201,5,0,1,1,17,1,1,0,5,5,0,3,6,"EG adults","0",NA,NA,"inoculation",1,0.01
"SP","X1687",0,"",201,5,0,1,1,17,1,1,0,5,5,0,3,6,"EG adults","0",NA,NA,"inoculation",0.666666666666667,0.00366666666666667
"SP","X091",0,"",202,0,0,1,1,7,1,1,0,25,23,0,10,100,"SP seed","0",0.666666667,0.00366666667,"inoculation",0.666666666666667,0.000666666666666667
"EG","X1681",0,"",203,0,1,1,1,11,0,1,0,20,20,0,6.66666666666667,20,"SP seed","1",NA,NA,"inoculation",1,0.01
"SP","X1669",0,"",204,1,2,1,1,10,6,3,0,40,30,0,0,10,"BD seed","0",NA,NA,"inoculation",1,0.007
"EG","X1674",0,"",205,1,3,1,1,17,8,5,0,50,13,1,0,10,"BD seed","1",NA,NA,"inoculation",1,0.004
"SP","X1680",0,"",205,1,3,1,1,17,8,5,0,50,13,1,0,10,"BD seed","0",NA,NA,"inoculation",1,0.001
"SP","X1675",0,"",206,1,0,0,1,3,0,17.7777777777778,0,60,20,0,0,80,"AB seed","0",NA,NA,"inoculation",0.333333333333333,0.000333333333333333
"EG","X1676",0,"",206,1,0,0,1,3,0,17.7777777777778,0,60,20,0,0,80,"AB seed","0",NA,NA,"inoculation",0.333333333333333,0.000333333333333333
"EG","X1679",0,"",207,1,2,1,0,13,1,11,0,60,19,7,0,20,"BD seed","0",NA,NA,"inoculation",1,0.007
"SP","X1677",0,"",207,1,2,1,0,13,1,11,0,60,19,7,0,20,"BD seed","0",NA,NA,"inoculation",1,0.01
"EG","X1703",0,"",208,1,5,1,1,0,0,16.6666666666667,0,2.22222222222222,25,1,0,20,"AB seed","0",NA,NA,"inoculation",1,0.001
"EG","X1704",0,"",208,1,5,1,1,0,0,16.6666666666667,0,2.22222222222222,25,1,0,20,"AB seed","0",NA,NA,"inoculation",1,0.0233333333333333
"SP","X1702",0,"",208,1,5,1,1,0,0,16.6666666666667,0,2.22222222222222,25,1,0,20,"AB seed","0",NA,NA,"inoculation",1,0.01
"EG","X1705",0,"",33,9,0,1,0,60,6,10,0,30,20,2,0,10,"SP adult","0",NA,NA,"fungicide",1,0.001
"SP","X1709",0,"",209,1,2,1,1,8,0,35.5555555555556,0,0,46.6666666666667,1,0,20,"SP seed","0",NA,NA,"fungicide",0.666666666666667,0.000666666666666667
"EG","X1707",0,"",209,1,2,1,1,8,0,35.5555555555556,0,0,46.6666666666667,1,0,20,"SP seed","0",NA,NA,"fungicide",0.333333333333333,0.000333333333333333
"EG","X1710",0,"",210,1,14,1,0,6,0,53.3333333333333,0,0,90,0,0,40,"EG seed","0",NA,NA,"ambient",1,0.007
"EG","X1712",0,"",210,1,14,1,0,6,0,53.3333333333333,0,0,90,0,0,40,"EG seed","0",NA,NA,"ambient",1,0.004
"EG","X293",0,"",211,0,35,1,0,8,1,40,0,0,18,2,0,80,"EG seed","0",NA,NA,"ambient",0.666666666666667,0.000666666666666667
"EG","X1718",0,"",52,1,1,5,1,6,0,19.4444444444444,0,10,8,0,0,4,"SP adult","0",NA,NA,"ambient",0.666666666666667,0.000666666666666667
"SP","X1721",0,"",40,1,0,8,1,10,4,18,0,4.44444444444444,0,0,0,8,"SP adult","0",NA,NA,"inoculation",1,0.01
"EG","X1726",0,"",41,1,1,8,1,8,0,33.3333333333333,0,50,1,0,0,8,"SP adult","0",NA,NA,"ambient",0.5,5e-04
"SP","X1729",0,"",212,2,0,2,1,7,0,15,0,30,4,0,0,2,"EG adults","0",NA,NA,"ambient",0.666666666666667,0.00366666666666667
"EG","X1730",0,"",213,1,2,2,4,5,0,10,0,225,6,0,0,20,"SP seed","0",NA,NA,"ambient",0.666666666666667,0.000666666666666667
"SP","X1733",0,"",213,1,2,2,4,5,0,10,0,225,6,0,0,20,"SP seed","0",NA,NA,"ambient",1,0.01
"EG","X1736",0,"",214,1,1,1,0,1280,0,11.6666666666667,0,120,5,0,0,40,"BH seed","0",NA,NA,"fungicide",0,0
"EG","X1737",0,"",215,1,3,1,1,19,1,4,0,66.6666666666667,25,0,0,80,"SP seed","0",NA,NA,"fungicide",0.333333333333333,0.000333333333333333
"SP","X1738",0,"",215,1,3,1,1,19,1,4,0,66.6666666666667,25,0,0,80,"SP seed","0",NA,NA,"fungicide",0,0
"EG","X1745",0,"",216,1,125,1,2,2,0,4,0,120,30,0,0,100,"EG seed","1",NA,NA,"inoculation",0.666666666666667,0.02
"SP","X1744",0,"",216,1,125,1,2,2,0,4,0,120,30,0,0,100,"EG seed","0",NA,NA,"inoculation",0.333333333333333,0.00333333333333333
"SP","X1747",0,"",216,1,125,1,2,2,0,4,0,120,30,0,0,100,"EG seed","0",NA,NA,"inoculation",0.5,0.005
"SP","X1749",0,"",217,0,1,1,0,24,0,11,0,16,12,0,3,20,"AB seed","0",NA,NA,"fungicide",0.666666666666667,0.017
"EG","X1750",0,"",218,0,2,1,7,16,1,12,0,75,13,0,0,100,"SP seed","0",NA,NA,"ambient",1,0.007
"SP","X141",0,"",218,0,2,1,7,16,1,12,0,75,13,0,0,100,"SP seed","0",0,0,"ambient",0.666666666666667,0.00366666666666667
"SP","X1751",0,"",218,0,2,1,7,16,1,12,0,75,13,0,0,100,"SP seed","0",NA,NA,"ambient",1,0.0203333333333333
"SP","X1753",0,"",219,1,120,0,1,10,1,21,0,8,8,0,0,100,"EG seed","0",NA,NA,"fungicide",0,0
"EG","X1756",0,"",220,0,1,0,0,8,0,53.3333333333333,0,15,8,0,0,80,"AB seed","0",NA,NA,"ambient",0.333333333333333,0.000333333333333333
"SP","X1758",0,"",220,0,1,0,0,8,0,53.3333333333333,0,15,8,0,0,80,"AB seed","0",NA,NA,"ambient",0.666666666666667,0.00366666666666667
"EG","X1779",0,"",221,3,1,1,1,0,6,41.6666666666667,0,12,22,0,0,4,"EG adults","0",NA,NA,"ambient",0.666666666666667,0.00366666666666667
"EG","X1780",0,"",221,3,1,1,1,0,6,41.6666666666667,0,12,22,0,0,4,"EG adults","0",NA,NA,"ambient",1,0.001
"EG","X1782",0,"",222,1,1,1,3,17,2,62.2222222222222,0,60,3,0,0,100,"SP seed","0",NA,NA,"fungicide",0.333333333333333,0.000333333333333333
"SP","X140",0,"",222,1,1,1,3,17,2,62.2222222222222,0,60,3,0,0,100,"SP seed","0",0.25,0.0025,"fungicide",0.333333333333333,0.000333333333333333
"EG","X1784",0,"",223,1,4,1,0,7,16.6666666666667,41.6666666666667,0,75,11,0,0,40,"BD seed","0",NA,NA,"inoculation",1,0.001
"SP","X1785",0,"",223,1,4,1,0,7,16.6666666666667,41.6666666666667,0,75,11,0,0,40,"BD seed","0",NA,NA,"inoculation",1,0.007
"EG","X1790",0,"",224,1,1,1,1,2550,0,26.6666666666667,0,0,8,4,0,100,"BH seed","0",NA,NA,"ambient",0.5,5e-04
"SP","X1789",0,"",224,1,1,1,1,2550,0,26.6666666666667,0,0,8,4,0,100,"BH seed","0",NA,NA,"ambient",0.333333333333333,0.000333333333333333
"SP","X1792",0,"",225,1,0,1,1,7,2,20,0,25,5,2,0,10,"AB seed","0",NA,NA,"ambient",0.5,5e-04
"EG","X1795",0,"",226,1,80,1,0,5,6,26.6666666666667,0,60,20,0,0,40,"EG seed","0",NA,NA,"inoculation",0.666666666666667,0.000666666666666667
"EG","X1799",0,"",227,1,1,1,0,2480,0,10,0,15,7,0,0,40,"BH seed","0",NA,NA,"inoculation",0.666666666666667,0.00366666666666667
"SP","X1798",0,"",227,1,1,1,0,2480,0,10,0,15,7,0,0,40,"BH seed","0",NA,NA,"inoculation",0.666666666666667,0.000666666666666667
"EG","X1762",0,"",229,1,1,1,1,1600,1,20,0,0,40,0,0,80,"BH seed","0",NA,NA,"fungicide",0.5,5e-04
"SP","X1760",0,"",229,1,1,1,1,1600,1,20,0,0,40,0,0,80,"BH seed","0",NA,NA,"fungicide",0.333333333333333,0.000333333333333333
"EG","X1764",0,"",230,1,5,0,1,20,213.333333333333,41.6666666666667,0,8,15,0,0,100,"BD seed","0",NA,NA,"ambient",0,0
"SP","X1765",0,"",230,1,5,0,1,20,213.333333333333,41.6666666666667,0,8,15,0,0,100,"BD seed","0",NA,NA,"ambient",0.333333333333333,0.000333333333333333
"EG","X1767",0,"",231,1,4,0,0,800,0,60,0,10,7,1,0,10,"BH seed","0",NA,NA,"ambient",0,0
"SP","X1769",0,"",231,1,4,0,0,800,0,60,0,10,7,1,0,10,"BH seed","0",NA,NA,"ambient",0.5,5e-04
"EG","X1770",0,"",232,1,5,1,1,0,0,50,0,20,8,1,0,20,"SP seed","0",NA,NA,"ambient",0.666666666666667,0.000666666666666667
"SP","X1772",0,"",232,1,5,1,1,0,0,50,0,20,8,1,0,20,"SP seed","0",NA,NA,"ambient",0.333333333333333,0.00333333333333333
"EG","X1776",0,"",233,1,22.2222222222222,1,0,5,0,11,0,180,0,0,0,40,"EG seed","0",NA,NA,"inoculation",0.333333333333333,0.000333333333333333
"SP","X1775",0,"",233,1,22.2222222222222,1,0,5,0,11,0,180,0,0,0,40,"EG seed","0",NA,NA,"inoculation",0.666666666666667,0.000666666666666667
"EG","X1810",0,"",235,1,2,0,1,320,0,10,0,90,70,1,0,10,"BH seed","0",NA,NA,"fungicide",0.666666666666667,0.000666666666666667
"EG","X1809",0,"",235,1,2,0,1,320,0,10,0,90,70,1,0,10,"BH seed","0",NA,NA,"fungicide",0.333333333333333,0.000333333333333333
"SP","X1808",0,"",235,1,2,0,1,320,0,10,0,90,70,1,0,10,"BH seed","0",NA,NA,"fungicide",0.666666666666667,0.00366666666666667
"SP","X1812",0,"",236,0,1,0,1,8,0,25,0,12,16,0,0,40,"AB seed","0",NA,NA,"inoculation",0,0
"EG","X1835",0,"",237,1,1,1,0,1440,0,12,0,6,1,3,0,10,"BH seed","0",NA,NA,"inoculation",1,0.001
"SP","X1814",0,"",237,1,1,1,0,1440,0,12,0,6,1,3,0,10,"BH seed","0",NA,NA,"inoculation",0.666666666666667,0.000666666666666667
"EG","X1817",0,"",53,1,1,1,0,10,0,8,0,0,8,0,0,4,"SP adult","0",NA,NA,"ambient",0.666666666666667,0.000666666666666667
"EG","X1823",0,"",42,0,2,11,4,0,0,7,0,150,4,0,0,8,"SP adult","0",NA,NA,"fungicide",0.333333333333333,0.000333333333333333
"SP","X1821",0,"",42,0,2,11,4,0,0,7,0,150,4,0,0,8,"SP adult","0",NA,NA,"fungicide",0.666666666666667,0.00666666666666667
"EG","X1825",0,"",238,10,2,1,0,13,5,11,0,33.3333333333333,16,0,0,10,"EG adults","0",NA,NA,"fungicide",0,0
"EG","X1829",0,"",23,0.5,3,0.5,1,10.5,0.5,41.6666666666667,40,41.6666666666667,13.8888888888889,0,0.555555555555556,1,"All","0",NA,NA,"fungicide",0,0
"SP","X1826",0,"",23,0.5,3,0.5,1,10.5,0.5,41.6666666666667,40,41.6666666666667,13.8888888888889,0,0.555555555555556,1,"All","0",NA,NA,"fungicide",0,0
"EG","X1876",0,"",25,0,1,0,0,5.5,1,41.6666666666667,4,80,11.1111111111111,0,11.1111111111111,1,"All","0",NA,NA,"inoculation",0.666666666666667,0.000666666666666667
"EG","X1870",0,"",26,0.5,1,0.5,0,15,0.5,33.3333333333333,3,100,13.3333333333333,0,16.6666666666667,1,"All","0",NA,NA,"inoculation",0.333333333333333,0.000333333333333333
"SP","X1871",0,"",26,0.5,1,0.5,0,15,0.5,33.3333333333333,3,100,13.3333333333333,0,16.6666666666667,1,"All","0",NA,NA,"inoculation",0.333333333333333,0.000333333333333333
"SP","X1879",0,"",26,0.5,1,0.5,0,15,0.5,33.3333333333333,3,100,13.3333333333333,0,16.6666666666667,1,"All","0",NA,NA,"inoculation",0.666666666666667,0.000666666666666667
"SP","X1839",0,"",27,0.5,1,0.5,1,3.5,0.5,22.2222222222222,0,100,5,0,8.88888888888889,1,"All","0",NA,NA,"inoculation",0.666666666666667,0.000666666666666667
"EG","X1847",0,"",28,0.5,1.5,0,0,2,2,11.1111111111111,0,116.666666666667,11.1111111111111,0,13.3333333333333,1,"All","0",NA,NA,"fungicide",0,0
"SP","X1844",0,"",28,0.5,1.5,0,0,2,2,11.1111111111111,0,116.666666666667,11.1111111111111,0,13.3333333333333,1,"All","0",NA,NA,"fungicide",0,0
"EG","X1853",0,"",29,0,2.5,0.5,0,3,0.5,8.88888888888889,0,106.666666666667,11.1111111111111,0,6.66666666666667,1,"All","0",NA,NA,"inoculation",1,0.001
"EG","X1857",0,"",30,0,0.5,0.5,0,4,0,44.4444444444444,0,150,8,0,16.6666666666667,1,"All","0",NA,NA,"fungicide",0.333333333333333,0.000333333333333333
"EG","X1860",0,"",54,1,1,4,0,20,0,16.6666666666667,0,80,5,0,0,4,"SP adult","0",NA,NA,"inoculation",1,0.004
"EG","X1861",0,"",35,0,0,10,0,0,0,8,3,70,0,0,0,10,"SP adult","0",NA,NA,"inoculation",0,0
"EG","X1862",0,"",48,1,1,4,0,20,0,13.3333333333333,0,0,3,3,0,6,"SP adult","0",NA,NA,"fungicide",0.333333333333333,0.000333333333333333
